Resumo;Datacontrato ;Marca;Modelo;Datafinalizacao;prazo
17939;29/02/2024;VOLKSWAGEN;TAOS SUV;14/02/2024 23:39;30
18017;29/02/2024;VOLVO;XC60 SUV;27/02/2024 07:46;30
18111;29/02/2024;JEEP;COMPASS SUV;20/02/2024 08:04;30
17744;30/03/2024;BMW;X3 SUV;23/02/2024 21:21;60
17895;29/02/2024;GWM;HAVAL H6 SUV;17/02/2024 14:22;30
18070;29/02/2024;TOYOTA;COROLLA CROSS;09/02/2024 20:55;30
18061;29/02/2024;VOLVO;XC60 SUV;28/02/2024 08:33;30
17621;29/02/2024;LEXUS;RX 500H SUV;29/02/2024 21:26;30
18149;30/03/2024;FORD;TERRITORY;21/03/2024 07:03;60
18075;30/03/2024;HONDA;ACCORD SEDAN;21/03/2024 07:10;60
17567;30/03/2024;LAND ROVER;NEW DISCOVERY SUV;03/04/2024 08:56;60
18191;29/02/2024;AUDI;Q7 SUV;29/02/2024 09:45;30
18183;29/02/2024;JEEP;COMPASS SUV;13/02/2024 23:45;30
18182;29/02/2024;JEEP;COMPASS SUV;13/02/2024 20:38;30
18180;29/02/2024;JEEP;COMPASS SUV;12/02/2024 21:02;30
18179;29/02/2024;JEEP;COMPASS SUV;12/02/2024 23:45;30
18177;29/02/2024;AUDI;A5 SPORTBACK;29/02/2024 10:27;30
18171;29/02/2024;JEEP;COMMANDER SUV;15/02/2024 21:57;30
18170;29/02/2024;JEEP;COMMANDER SUV;14/02/2024 01:36;30
18169;29/02/2024;FIAT;FASTBACK SUV;23/02/2024 21:12;30
18168;29/02/2024;JEEP;COMPASS SUV;12/02/2024 20:52;30
18160;29/02/2024;BMW;IX40;08/03/2024 01:16;30
18158;29/02/2024;BMW;SERIE 3 SEDAN;13/02/2024 00:49;30
18157;29/02/2024;LAND ROVER;DEFENDER 110 SUV;29/02/2024 21:27;30
18151;29/02/2024;GWM;HAVAL H6 GT;15/02/2024 21:28;30
18141;29/02/2024;NISSAN;FRONTIER;29/02/2024 21:26;30
18115;29/02/2024;VOLVO;XC90 SUV;29/02/2024 21:25;30
18147;29/02/2024;JEEP;COMMANDER SUV;24/02/2024 11:38;30
18097;29/02/2024;VOLVO;XC90 SUV;23/02/2024 06:14;30
18080;29/02/2024;VOLKSWAGEN;TAOS SUV;10/02/2024 00:42;30
18072;29/02/2024;VOLVO;XC60 SUV;20/02/2024 08:05;30
18071;29/02/2024;VOLKSWAGEN;TIGUAN ALLSPACE SUV;23/02/2024 06:24;30
18064;29/02/2024;AUDI;Q5 SPORTBACK;29/02/2024 21:25;30
18065;29/02/2024;PORSCHE;MACAN;15/03/2024 23:09;30
18047;29/02/2024;VOLVO;XC90 SUV;06/03/2024 13:41;30
17986;29/02/2024;VOLVO;XC60 SUV;29/02/2024 21:26;30
17944;29/02/2024;KIA;SPORTAGE SUV;20/02/2024 07:53;30
17892;29/02/2024;VOLKSWAGEN;AMAROK PICK-UP;14/02/2024 00:05;30
17230;29/02/2024;VOLVO;XC60 SUV;14/06/2024 20:14;30
17195;29/02/2024;VOLVO;XC60 SUV;29/02/2024 09:51;30
17107;29/02/2024;VOLVO;XC60 SUV;18/04/2024 18:35;30
18126;30/01/2024;CHEVROLET;TRACKER SUV;29/02/2024 10:32;22
18123;01/03/2024;CHEVROLET;EQUINOX SUV;22/02/2024 00:58;22
18122;01/03/2024;CHEVROLET;EQUINOX SUV;29/02/2024 21:25;22
18145;29/02/2024;VOLKSWAGEN;TAOS SUV;12/02/2024 18:11;30
18112;29/02/2024;TOYOTA;COROLLA CROSS;12/02/2024 20:40;30
18081;29/02/2024;VOLVO;XC40 BEV SUV;17/02/2024 14:22;30
18078;29/02/2024;BMW;X1 SUV;26/02/2024 22:51;30
18114;29/02/2024;VOLVO;XC90 SUV;29/02/2024 21:25;30
18057;29/02/2024;VOLVO;XC60 SUV;22/02/2024 07:28;30
18048;29/02/2024;VOLVO;XC60 SUV;24/02/2024 00:53;30
18054;29/02/2024;TOYOTA;COROLLA CROSS;15/02/2024 19:39;30
18148;12/03/2024;VOLKSWAGEN;NIVUS SUV;12/02/2024 19:03;30
18138;12/03/2024;JEEP;RENEGADE SUV;09/02/2024 02:01;30
18137;12/03/2024;JEEP;COMPASS SUV;12/02/2024 23:45;30
18118;22/04/2024;LAND ROVER;RANGE ROVER VELAR SUV;16/03/2024 21:45;60
18139;25/02/2024;JEEP;COMPASS SUV;12/02/2024 23:21;30
18142;25/02/2024;HONDA;NEW CIVIC SEDAN;20/02/2024 07:47;30
18083;25/02/2024;VOLVO;C40 COUPE;08/02/2024 16:17;30
18036;25/02/2024;VOLVO;XC90 SUV;27/02/2024 07:47;30
17979;25/02/2024;VOLVO;XC90 SUV;24/02/2024 11:36;30
17810;25/02/2024;VOLVO;XC60 SUV;20/02/2024 08:04;30
17788;25/02/2024;BYD;SONG PLUS SUV;10/02/2024 07:39;30
18127;25/02/2024;CHEVROLET;TRACKER SUV;23/02/2024 06:21;30
18119;25/02/2024;CHEVROLET;EQUINOX SUV;20/02/2024 08:06;30
18131;23/02/2024;JEEP;COMPASS SUV;21/02/2024 06:14;30
18037;25/02/2024;VOLVO;XC40 BEV SUV;16/02/2024 07:46;30
17514;27/02/2024;BYD;SONG PLUS SUV;13/02/2024 00:09;22
18079;24/03/2024;LAND ROVER;RANGE ROVER SPORT SUV;03/04/2024 18:44;60
17877;24/03/2024;AUDI;Q8 E-TRON SUV;07/03/2024 17:04;60
18134;23/02/2024;JEEP;COMPASS SUV;14/02/2024 23:39;30
18133;23/02/2024;JEEP;COMPASS SUV;09/02/2024 01:51;30
18132;23/02/2024;JEEP;COMPASS SUV;08/02/2024 21:28;30
18130;23/02/2024;JEEP;COMPASS SUV;21/02/2024 06:22;30
18129;23/02/2024;JEEP;COMPASS SUV;22/02/2024 07:28;30
18128;23/02/2024;JEEP;COMPASS SUV;09/02/2024 00:32;30
18102;23/02/2024;VOLVO;C40 COUPE;20/02/2024 17:33;30
18099;23/02/2024;VOLVO;XC60 SUV;17/02/2024 11:42;30
18096;23/02/2024;VOLVO;XC40 BEV SUV;06/02/2024 22:36;30
18073;23/02/2024;GWM;HAVAL H6 GT;10/02/2024 00:47;30
18059;23/02/2024;VOLVO;XC40 BEV SUV;08/02/2024 20:04;30
18058;23/02/2024;VOLVO;C40 COUPE;13/02/2024 00:59;30
18044;23/02/2024;VOLVO;XC90 SUV;29/02/2024 21:24;30
18063;23/02/2024;VOLVO;XC60 SUV;20/02/2024 08:03;30
18035;23/02/2024;VOLVO;XC90 SUV;29/02/2024 21:25;30
18028;23/02/2024;VOLVO;XC90 SUV;27/02/2024 09:06;30
18053;23/02/2024;VOLVO;XC40 BEV SUV;09/02/2024 03:32;30
17953;23/02/2024;VOLVO;XC60 SUV;21/02/2024 06:22;30
17941;23/02/2024;CHERY;TIGGO 8 PRO PHEV SUV;29/02/2024 21:24;30
17561;23/02/2024;GWM;HAVAL H6 SUV;13/02/2024 20:00;30
18101;23/02/2024;TOYOTA;COROLLA CROSS;06/02/2024 18:45;30
18091;23/02/2024;VOLKSWAGEN;TAOS SUV;07/02/2024 21:12;30
17948;23/02/2024;LEXUS;UX 250H SUV;14/02/2024 23:39;30
18020;22/02/2024;VOLVO;XC90 SUV;20/02/2024 08:01;30
18026;22/02/2024;VOLVO;XC60 SUV;20/02/2024 08:02;30
18004;22/02/2024;BMW;X6 SUV;13/02/2024 20:03;30
18019;22/02/2024;VOLVO;XC90 SUV;21/02/2024 06:22;30
18088;22/02/2024;VOLVO;XC90 SUV;28/02/2024 08:33;30
17965;22/02/2024;BYD;SONG PLUS SUV;05/02/2024 16:45;30
17949;22/02/2024;;;05/02/2024 21:09;30
17783;22/02/2024;;;03/02/2024 00:08;30
17781;22/02/2024;;;05/02/2024 19:04;30
17777;22/02/2024;VOLVO;XC60 SUV;19/02/2024 21:53;30
17738;22/02/2024;;;06/02/2024 18:22;30
18066;22/03/2024;BYD;DOLPHIN HATCH;27/03/2024 06:23;60
18009;22/03/2024;LAND ROVER;RANGE ROVER VOGUE SUV;21/03/2024 21:31;60
17775;22/03/2024;LAND ROVER;NEW DISCOVERY SUV;26/03/2024 11:52;60
17774;22/03/2024;LAND ROVER;NEW DISCOVERY SUV;26/03/2024 11:51;60
18113;21/02/2024;JEEP;COMMANDER SUV;09/02/2024 02:49;30
18106;21/02/2024;JEEP;COMPASS SUV;07/02/2024 22:56;30
18105;21/02/2024;JEEP;COMPASS SUV;02/02/2024 18:32;30
18095;21/02/2024;CHEVROLET;EQUINOX SUV;23/02/2024 06:08;30
18094;21/02/2024;CHEVROLET;TRAILBLAZER SUV;17/02/2024 15:04;30
18092;21/02/2024;VOLKSWAGEN;TAOS SUV;20/02/2024 07:55;30
18090;21/02/2024;VOLKSWAGEN;NIVUS SUV;16/02/2024 01:22;30
18089;21/02/2024;VOLKSWAGEN;NIVUS SUV;14/02/2024 23:38;30
18084;21/02/2024;;;03/02/2024 00:08;30
18038;21/02/2024;;;02/02/2024 18:33;30
18034;21/02/2024;VOLVO;XC60 SUV;13/02/2024 18:20;30
18025;21/02/2024;VOLVO;XC40 BEV SUV;06/02/2024 19:05;30
17994;21/02/2024;VOLVO;XC90 SUV;16/02/2024 07:57;30
17957;21/02/2024;;;31/01/2024 21:33;30
17955;21/02/2024;VOLVO;XC90 SUV;17/02/2024 13:05;30
17902;21/02/2024;MINI;COUNTRYMAN HATCH;09/02/2024 01:39;30
17887;21/02/2024;VOLVO;XC60 SUV;17/02/2024 00:56;30
17845;21/02/2024;TOYOTA;HILUX CABINE DUPLA PICK-UP;22/02/2024 07:25;30
17772;21/02/2024;VOLVO;XC60 SUV;14/02/2024 23:38;30
17773;21/02/2024;VOLVO;XC60 SUV;17/02/2024 14:21;30
17771;21/02/2024;VOLVO;XC60 SUV;20/02/2024 07:59;30
17591;21/02/2024;;;09/02/2024 03:06;30
17851;19/03/2024;;;05/02/2024 16:44;60
18100;18/02/2024;AUDI;Q5 SUV;16/02/2024 07:44;30
18098;18/02/2024;BMW;X1 SUV;06/02/2024 22:44;30
18085;18/02/2024;;;31/01/2024 06:52;30
18068;18/02/2024;;;05/02/2024 21:05;30
18042;18/02/2024;VOLKSWAGEN;NIVUS SUV;14/02/2024 23:38;30
18014;18/02/2024;VOLVO;C40 COUPE;06/02/2024 22:16;30
18021;18/02/2024;;;07/02/2024 23:38;30
18011;18/02/2024;;;31/01/2024 01:01;30
18012;18/02/2024;VOLVO;XC60 SUV;14/02/2024 23:38;30
17987;18/02/2024;VOLVO;XC90 SUV;13/02/2024 20:53;30
17968;18/02/2024;;;03/02/2024 00:07;30
17946;18/02/2024;;;07/02/2024 21:31;30
18023;18/02/2024;VOLVO;XC60 SUV;14/02/2024 00:08;30
17938;18/02/2024;VOLVO;XC60 SUV;13/02/2024 23:56;30
17885;18/02/2024;;;31/01/2024 21:33;30
17896;18/02/2024;;;07/02/2024 23:05;30
17882;18/02/2024;VOLVO;XC90 SUV;17/02/2024 14:21;30
17849;18/02/2024;;;05/02/2024 20:54;30
17811;18/02/2024;;;02/02/2024 19:59;30
17534;18/02/2024;VOLVO;XC90 SUV;15/02/2024 23:03;30
17521;18/02/2024;;;05/02/2024 19:43;30
17952;17/02/2024;AUDI;Q5 SUV;23/02/2024 16:57;30
17876;18/03/2024;BYD;HAN SEDAN;09/03/2024 13:59;60
17587;18/03/2024;BYD;SEAL SEDAN;18/03/2024 19:19;60
18069;17/02/2024;BMW;X4 SUV;09/02/2024 03:18;30
18010;17/02/2024;VOLVO;XC90 SUV;14/02/2024 23:38;30
17967;17/03/2024;KIA;NIRO SUV;14/03/2024 03:22;60
17620;17/03/2024;BYD;SEAL SEDAN;13/03/2024 22:49;60
18087;16/02/2024;AUDI;A4 SEDAN;22/02/2024 07:23;30
18043;16/02/2024;;;02/02/2024 19:59;30
18033;16/02/2024;VOLVO;XC90 SUV;21/02/2024 06:13;30
18024;16/02/2024;VOLVO;XC90 SUV;13/02/2024 21:19;30
18027;16/02/2024;;;09/02/2024 00:29;30
18013;16/02/2024;VOLVO;XC90 SUV;23/02/2024 01:08;30
18015;16/02/2024;VOLVO;C40 COUPE;06/02/2024 16:18;30
18003;16/02/2024;;;29/01/2024 22:24;30
17999;16/02/2024;VOLVO;C40 COUPE;16/02/2024 07:57;30
17962;16/02/2024;LAND ROVER;DEFENDER 110 SUV;28/02/2024 08:33;30
17920;16/02/2024;;;29/01/2024 22:21;30
17871;16/02/2024;VOLVO;XC60 SUV;10/02/2024 07:38;30
17835;16/02/2024;;;29/01/2024 22:31;30
17791;16/02/2024;;;26/01/2024 19:23;30
17654;16/02/2024;;;31/01/2024 01:52;30
17570;16/02/2024;VOLVO;XC60 SUV;14/02/2024 23:37;30
17487;16/02/2024;;;13/02/2024 04:16;30
17471;16/02/2024;GWM;HAVAL H6 GT;31/01/2024 00:08;30
17262;16/02/2024;;;29/01/2024 19:40;30
17655;16/02/2024;;;02/02/2024 18:32;30
17981;16/03/2024;LAND ROVER;NEW DISCOVERY SUV;22/03/2024 13:49;60
17838;16/03/2024;BYD;HAN SEDAN;23/02/2024 00:34;60
17645;16/03/2024;BMW;X7 SUV;05/03/2024 15:14;60
17467;16/03/2024;CHERY;TIGGO 7 PRO SUV;16/03/2024 21:51;60
18067;15/02/2024;MERCEDES-BENZ;GLE SUV;23/02/2024 06:23;30
18049;15/02/2024;;;02/02/2024 19:59;30
18050;15/02/2024;TOYOTA;SW4 SUV;13/02/2024 23:47;30
18052;15/02/2024;;;29/01/2024 22:37;30
18051;15/02/2024;;;02/02/2024 18:32;30
17959;15/02/2024;;;26/01/2024 23:54;30
17878;15/02/2024;;;31/01/2024 01:41;30
17662;15/02/2024;;;26/01/2024 16:54;30
17661;15/02/2024;;;29/01/2024 19:54;30
18045;14/02/2024;;;09/02/2024 21:57;30
18046;14/02/2024;;;06/02/2024 21:24;30
18040;14/02/2024;TOYOTA;SW4 SUV;10/02/2024 07:51;30
18008;14/02/2024;VOLVO;XC90 SUV;10/02/2024 07:38;30
18007;14/02/2024;VOLVO;XC60 SUV;10/02/2024 07:38;30
17977;14/02/2024;;;31/01/2024 19:05;30
17978;14/02/2024;;;06/02/2024 23:58;30
17966;14/02/2024;;;29/01/2024 21:28;30
17964;14/02/2024;VOLVO;XC90 SUV;14/02/2024 00:02;30
17947;14/02/2024;VOLVO;XC90 SUV;21/02/2024 06:12;30
17932;14/02/2024;;;26/01/2024 22:51;30
17924;14/02/2024;;;25/01/2024 20:22;30
17874;14/02/2024;;;06/02/2024 21:28;30
17860;14/02/2024;;;30/01/2024 21:53;30
17854;14/02/2024;;;30/01/2024 19:57;30
17790;14/02/2024;;;31/01/2024 18:10;30
17780;14/02/2024;;;30/01/2024 21:42;30
17769;14/02/2024;VOLVO;XC60 SUV;14/02/2024 00:21;30
17784;14/02/2024;CHEVROLET;TRAILBLAZER SUV;13/02/2024 04:03;30
17751;14/02/2024;;;06/02/2024 18:17;30
17770;14/02/2024;CHEVROLET;EQUINOX SUV;16/02/2024 01:21;30
17651;14/02/2024;;;31/01/2024 02:00;30
17592;14/02/2024;;;31/01/2024 21:33;30
17560;14/02/2024;;;02/02/2024 18:31;30
17511;14/02/2024;;;06/02/2024 18:46;30
18041;11/02/2024;FORD;BRONCO SUV;13/02/2024 04:15;30
18039;11/02/2024;BMW;X5 SUV;12/02/2024 23:26;30
18022;11/02/2024;MERCEDES-BENZ;GLE SUV;17/02/2024 15:15;30
18016;11/02/2024;;;31/01/2024 02:18;30
18005;11/02/2024;;;31/01/2024 21:33;30
18006;11/02/2024;VOLVO;XC60 SUV;08/02/2024 23:28;30
17951;11/02/2024;VOLVO;XC90 SUV;16/02/2024 07:57;30
17954;11/02/2024;;;30/01/2024 21:49;30
17950;11/02/2024;;;03/02/2024 00:04;30
17942;11/02/2024;;;08/02/2024 23:57;30
17945;11/02/2024;;;25/01/2024 20:06;30
17891;11/02/2024;VOLKSWAGEN;TAOS SUV;30/01/2024 02:18;30
17889;11/02/2024;;;26/01/2024 00:37;30
17857;11/02/2024;AUDI;Q3 SPORTBACK;12/02/2024 23:33;30
17859;11/02/2024;;;09/02/2024 23:48;30
17847;11/02/2024;BMW;X1 SUV;25/01/2024 20:20;30
17846;11/02/2024;;;30/01/2024 00:06;30
17834;11/02/2024;;;31/01/2024 21:33;30
17794;11/02/2024;TOYOTA;COROLLA SEDAN;09/02/2024 23:43;30
17795;11/02/2024;;;29/01/2024 18:56;30
17753;11/02/2024;;;23/01/2024 22:39;30
17709;11/02/2024;;;24/01/2024 18:05;30
17926;11/03/2024;HONDA;NEW CIVIC SEDAN;14/02/2024 01:38;60
17993;10/02/2024;CHEVROLET;TRAILBLAZER SUV;09/02/2024 03:32;30
17995;10/02/2024;;;12/02/2024 21:28;30
17980;10/02/2024;;;31/01/2024 00:48;30
17958;10/02/2024;;;03/02/2024 00:04;30
17937;10/02/2024;;;31/01/2024 00:38;30
17933;10/02/2024;;;30/01/2024 23:08;30
17935;10/02/2024;;;27/01/2024 01:52;30
17890;10/02/2024;VOLKSWAGEN;VIRTUS SEDAN;16/02/2024 07:56;30
17879;10/02/2024;;;29/01/2024 23:13;30
17852;10/02/2024;;;25/01/2024 14:20;30
17843;10/02/2024;;;10/02/2024 07:39;30
17802;10/02/2024;CHEVROLET;EQUINOX SUV;03/02/2024 00:10;30
17808;10/02/2024;;;30/01/2024 00:37;30
17568;10/02/2024;;;09/02/2024 02:55;30
17510;10/02/2024;;;30/01/2024 23:29;30
17458;10/02/2024;;;06/02/2024 23:58;30
18031;09/02/2024;HYUNDAI;NEW CRETA SUV;31/01/2024 00:33;30
17984;09/02/2024;;;08/02/2024 19:49;30
17875;09/02/2024;;;22/01/2024 19:09;30
17833;09/02/2024;;;22/01/2024 08:08;30
17844;09/02/2024;;;25/01/2024 00:03;30
17815;09/02/2024;;;24/01/2024 10:16;30
17730;09/02/2024;;;25/01/2024 14:48;30
17975;09/02/2024;;;05/02/2024 18:40;30
17496;09/02/2024;;;29/01/2024 22:04;30
17499;09/02/2024;;;29/01/2024 19:44;30
17454;09/02/2024;;;27/01/2024 00:29;30
17256;09/02/2024;;;31/01/2024 21:32;30
18002;10/03/2024;;;05/02/2024 18:14;60
17734;10/03/2024;JAGUAR;F-PACE SUV;14/02/2024 23:39;60
17664;10/03/2024;MITSUBISHI;ECLIPSE CROSS SUV;21/02/2024 06:23;60
17748;19/02/2024;;;05/02/2024 19:09;40
18018;09/02/2024;VOLKSWAGEN;TAOS SUV;10/02/2024 01:47;30
18001;09/02/2024;;;03/02/2024 00:09;30
18000;09/02/2024;;;02/02/2024 19:59;30
17985;09/02/2024;;;26/01/2024 22:37;30
17934;09/02/2024;;;25/01/2024 20:11;30
17928;09/02/2024;LAND ROVER;NEW RANGE ROVER SUV;14/02/2024 23:39;30
17901;09/02/2024;;;26/01/2024 22:21;30
17894;09/02/2024;;;22/01/2024 19:57;
17840;09/02/2024;VOLVO;XC40 SUV;14/02/2024 00:14;30
17898;09/02/2024;;;27/01/2024 02:01;30
17832;09/02/2024;;;24/01/2024 23:42;30
17804;09/02/2024;;;19/01/2024 18:00;30
17752;09/02/2024;;;26/01/2024 21:44;30
17726;09/02/2024;;;18/01/2024 23:43;30
17711;09/02/2024;;;25/01/2024 09:49;30
17559;09/02/2024;;;25/01/2024 01:03;30
17545;09/02/2024;;;25/01/2024 22:39;30
17472;09/02/2024;;;25/01/2024 23:52;30
17778;09/03/2024;LAND ROVER;DISCOVERY SPORT SUV;04/03/2024 13:34;60
17893;08/02/2024;;;26/01/2024 22:20;30
17881;08/02/2024;;;23/01/2024 21:22;30
17809;08/02/2024;;;26/01/2024 23:39;30
17796;08/02/2024;;;24/01/2024 23:41;30
17633;08/02/2024;;;24/01/2024 18:55;30
17571;08/02/2024;;;23/01/2024 23:44;30
17841;08/02/2024;;;18/01/2024 20:47;
17483;08/02/2024;;;23/01/2024 19:37;30
17649;04/02/2024;;;23/01/2024 20:02;30
17997;08/02/2024;AUDI;A4 SEDAN;14/02/2024 06:57;30
17996;08/02/2024;AUDI;A4 SEDAN;17/02/2024 11:42;30
17992;08/02/2024;CHEVROLET;TRAILBLAZER SUV;10/02/2024 07:38;30
17991;08/02/2024;CHEVROLET;TRAILBLAZER SUV;10/02/2024 01:53;30
17990;08/02/2024;CHEVROLET;TRAILBLAZER SUV;07/02/2024 22:46;30
17989;08/02/2024;JEEP;RENEGADE SUV;29/01/2024 18:54;30
17983;08/02/2024;;;29/01/2024 21:04;30
17982;08/02/2024;AUDI;A4 SEDAN;09/02/2024 20:51;30
17976;08/02/2024;;;06/02/2024 22:02;30
17363;08/02/2024;;;22/01/2024 21:43;30
17700;09/03/2024;BMW;I4 SEDAN;22/03/2024 14:00;60
17855;08/03/2024;GWM;ORA 03 GT HATCH;23/02/2024 22:02;60
17712;08/03/2024;BYD;SEAL SEDAN;14/03/2024 13:59;60
17683;08/03/2024;BYD;DOLPHIN GS HATCH;23/02/2024 15:53;60
17673;08/03/2024;BYD;SEAL SEDAN;14/03/2024 14:41;60
17623;08/03/2024;LAND ROVER;RANGE ROVER EVOQUE SUV;09/03/2024 16:40;60
17597;08/03/2024;LAND ROVER;NEW DISCOVERY SUV;20/03/2024 03:51;60
17899;07/02/2024;;;26/01/2024 21:36;30
17732;07/02/2024;;;23/01/2024 23:05;30
17721;07/02/2024;;;18/01/2024 23:20;30
17642;07/02/2024;;;20/01/2024 14:57;30
17639;07/02/2024;;;25/01/2024 07:56;30
17596;07/02/2024;;;23/01/2024 15:23;
17589;07/02/2024;;;24/01/2024 01:15;
17588;07/02/2024;;;24/01/2024 18:04;30
17580;07/02/2024;;;24/01/2024 21:40;30
17575;07/02/2024;;;20/01/2024 00:41;30
17551;07/02/2024;;;25/01/2024 01:43;30
17385;07/02/2024;;;19/01/2024 18:57;30
17047;07/02/2024;;;27/01/2024 01:48;30
17961;07/02/2024;VOLKSWAGEN;TAOS SUV;06/02/2024 16:59;30
17853;08/03/2024;HONDA;ACCORD SEDAN;12/03/2024 20:36;60
17805;08/03/2024;LAND ROVER;DEFENDER 130 SUV;12/03/2024 20:30;60
17647;08/03/2024;BYD;DOLPHIN HATCH;14/03/2024 13:59;60
17973;07/02/2024;NISSAN;KICKS SUV;30/01/2024 17:16;30
17972;07/02/2024;KIA;SPORTAGE SUV;10/02/2024 07:38;30
17971;07/02/2024;BYD;SONG PLUS SUV;25/01/2024 19:00;30
17970;07/02/2024;AUDI;A4 SEDAN;31/01/2024 20:11;30
17969;07/02/2024;;;03/02/2024 00:04;30
17963;07/02/2024;;;22/01/2024 21:51;30
17940;07/02/2024;;;23/01/2024 17:36;30
17936;07/02/2024;;;06/02/2024 23:20;30
17930;07/02/2024;;;24/01/2024 01:18;30
17922;07/02/2024;;;26/01/2024 22:41;30
17925;07/02/2024;HYUNDAI;CRETA SUV;20/02/2024 07:41;30
17921;07/02/2024;;;26/01/2024 00:11;30
17905;07/02/2024;;;31/01/2024 01:44;30
17904;07/02/2024;CHEVROLET;TRAILBLAZER SUV;09/02/2024 01:03;30
17903;07/02/2024;CHEVROLET;TRAILBLAZER SUV;10/02/2024 03:05;30
17888;07/02/2024;;;05/02/2024 21:42;30
17856;07/02/2024;;;19/01/2024 18:11;
17880;07/02/2024;;;22/01/2024 21:55;30
17870;07/02/2024;;;02/02/2024 18:31;30
17869;07/02/2024;;;27/01/2024 00:56;30
17868;07/02/2024;;;18/01/2024 23:15;30
17867;07/02/2024;;;31/01/2024 20:45;30
17866;07/02/2024;;;31/01/2024 21:32;30
17865;07/02/2024;;;20/01/2024 03:12;30
17864;07/02/2024;;;24/01/2024 00:56;30
17863;07/02/2024;;;22/01/2024 21:53;
17862;07/02/2024;;;18/01/2024 00:10;30
17848;07/02/2024;;;25/01/2024 00:56;30
17836;07/02/2024;;;06/02/2024 23:57;30
17831;07/02/2024;;;31/01/2024 02:25;30
17837;07/02/2024;TOYOTA;SW4 SUV;17/01/2024 06:48;30
17814;07/02/2024;;;18/01/2024 10:58;30
17758;07/02/2024;;;23/01/2024 18:40;30
17763;07/02/2024;;;18/01/2024 23:39;
17754;07/02/2024;;;23/01/2024 20:59;30
17765;07/02/2024;;;26/01/2024 23:58;30
17735;07/02/2024;;;23/01/2024 21:38;30
17718;07/02/2024;;;24/01/2024 18:13;30
17719;07/02/2024;;;26/01/2024 21:41;30
17658;07/02/2024;;;26/01/2024 03:05;30
17616;07/02/2024;;;24/01/2024 00:56;30
17615;07/02/2024;;;25/01/2024 20:01;30
17515;07/02/2024;;;31/01/2024 20:49;30
17486;07/02/2024;;;16/01/2024 07:54;
17343;07/02/2024;;;18/01/2024 01:51;
17212;07/02/2024;;;19/01/2024 01:43;
17179;07/02/2024;;;24/01/2024 18:54;30
17635;05/03/2024;BYD;SEAL SEDAN;06/03/2024 07:43;60
17858;04/02/2024;BYD;SONG PLUS SUV;25/01/2024 00:01;30
17807;04/02/2024;MINI;COOPER 04 PORTAS HATCH;19/02/2024 07:54;30
17799;04/02/2024;;;16/01/2024 23:05;30
17787;04/02/2024;;;22/01/2024 19:14;30
17757;04/02/2024;;;30/01/2024 02:12;30
17742;04/02/2024;;;22/01/2024 19:11;
17636;04/02/2024;;;20/01/2024 14:33;30
17538;04/02/2024;;;18/01/2024 01:45;
17466;04/02/2024;;;19/01/2024 22:43;
17638;03/02/2024;;;16/01/2024 07:55;
17502;03/02/2024;;;22/01/2024 18:59;
15876;03/02/2024;;;22/01/2024 00:26;30
17923;09/02/2024;GWM;HAVAL H6 GT;25/01/2024 01:00;30
17806;04/03/2024;LAND ROVER;NEW DISCOVERY SUV;12/03/2024 03:11;60
17842;03/02/2024;JEEP;COMMANDER SUV;18/01/2024 02:20;30
17813;03/02/2024;;;16/01/2024 23:57;30
17779;03/02/2024;;;22/01/2024 16:27;30
17746;03/02/2024;VOLKSWAGEN;TAOS SUV;19/01/2024 21:38;30
17743;03/02/2024;;;19/01/2024 23:42;
17749;03/02/2024;;;31/01/2024 18:09;30
17745;21/01/2024;;;30/01/2024 00:39;30
17729;21/01/2024;;;11/01/2024 07:10;
17666;21/01/2024;;;16/01/2024 07:55;
17333;21/01/2024;;;11/01/2024 22:23;30
17517;19/02/2024;;;26/01/2024 19:24;60
17839;20/01/2024;;;19/01/2024 18:52;
17812;20/01/2024;;;26/01/2024 02:26;30
17801;20/01/2024;;;27/01/2024 02:41;30
17800;20/01/2024;;;15/01/2024 19:16;
17798;20/01/2024;;;11/01/2024 07:11;
17792;20/01/2024;;;30/01/2024 03:00;30
17789;20/01/2024;;;22/01/2024 14:30;
17782;20/01/2024;;;18/01/2024 00:41;
17785;20/01/2024;;;17/01/2024 06:49;
17768;20/01/2024;;;11/01/2024 07:10;30
17762;20/01/2024;;;22/01/2024 20:41;
17764;20/01/2024;;;20/01/2024 03:13;30
17722;20/01/2024;;;18/01/2024 10:53;
17717;20/01/2024;;;18/01/2024 22:54;
17710;20/01/2024;;;11/01/2024 16:16;
17708;20/01/2024;;;12/01/2024 16:51;
17656;20/01/2024;;;10/01/2024 17:42;
17634;20/01/2024;;;26/01/2024 23:44;30
17632;20/01/2024;;;18/01/2024 00:39;
17576;20/01/2024;;;19/01/2024 23:50;
17562;20/01/2024;;;17/01/2024 06:48;
17525;20/01/2024;;;20/01/2024 01:21;30
17541;20/01/2024;;;18/01/2024 23:47;
17497;20/01/2024;;;10/01/2024 18:07;
17336;20/01/2024;;;12/01/2024 20:04;30
17724;19/01/2024;;;15/01/2024 19:16;
17803;19/01/2024;;;14/05/2024 15:41;
17797;18/02/2024;AUDI;Q8 SPORTBACK;14/02/2024 23:38;60
17685;19/01/2024;;;31/01/2024 21:32;30
17557;19/01/2024;;;11/01/2024 22:22;
